"active","price","created_at","id","name","description","sku"
True,"415.49","2025-09-26 00:15:32.6374+02","435","Smart Watch 4","High-quality premium smartphone with latest features.","SKU0435"
True,"139.44","2025-12-05 00:15:32.6374+01","436","Hoodie Q3","Comfortable and stylish fashionable t-shirt made from premium cotton.","SKU0436"
True,"434.84","2025-11-07 00:15:32.6374+01","437","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0437"
True,"49.22","2025-11-24 00:15:32.6374+01","438","Yoga Mat 4","High-performance yoga mat with excellent grip.","SKU0438"
True,"27.17","2025-12-21 00:15:32.6374+01","439","Business Strategy 20","Inspiring and informative mystery thriller that keeps you guessing.","SKU0439"
False,"850.32","2025-05-09 00:15:32.6374+02","440","Smartphone 1","High-quality high-performance smartphone with latest features.","SKU0440"
True,"67.73","2025-11-18 00:15:32.6374+01","441","Jacket B2","Comfortable and stylish casual jeans with perfect fit.","SKU0441"
True,"318.19","2025-02-11 00:15:32.6374+01","442","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0442"
True,"185.98","2025-02-03 00:15:32.6374+01","443","Water Bottle 4","Premium quality insulated water bottle for all your adventures.","SKU0443"
True,"24.22","2025-08-05 00:15:32.6374+02","444","Mystery Thriller 5","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0444"
True,"1607.92","2025-05-22 00:15:32.6374+02","445","Bluetooth Speaker 6","High-quality professional-grade smartphone with latest features.","SKU0445"
False,"145.98","2025-09-29 00:15:32.6374+02","446","Dress G3","Comfortable and stylish trendy dress for any occasion.","SKU0446"
True,"428.16","2025-05-23 00:15:32.6374+02","447","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0447"
True,"130.63","2025-11-19 00:15:32.6374+01","448","Basketball 4","Durable and reliable basketball for indoor and outdoor play.","SKU0448"
True,"28.22","2025-10-09 00:15:32.6374+02","449","Cookbook 10","Captivating and well-written mystery thriller that keeps you guessing.","SKU0449"
True,"1049.20","2025-06-16 00:15:32.6374+02","450","Headphones 1","High-quality premium smartphone with latest features.","SKU0450"
True,"56.49","2025-09-27 00:15:32.6374+02","451","Jeans L4","Comfortable and stylish fashionable jacket for all seasons.","SKU0451"
True,"188.51","2025-07-23 00:15:32.6374+02","452","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0452"
True,"293.83","2025-07-18 00:15:32.6374+02","453","Running Shoes 4","High-performance running shoes for maximum comfort.","SKU0453"
True,"48.21","2025-02-13 00:15:32.6374+01","454","Historical Fiction 15","Inspiring and informative mystery thriller that keeps you guessing.","SKU0454"
True,"1313.27","2025-02-23 00:15:32.6374+01","455","Fitness Tracker 1","High-quality high-performance smartphone with latest features.","SKU0455"
True,"94.49","2025-09-25 00:15:32.6374+02","456","T-Shirt Q7","Comfortable and stylish casual t-shirt made from premium cotton.","SKU0456"
True,"172.04","2025-02-18 00:15:32.6374+01","457","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0457"
True,"264.82","2025-03-19 00:15:32.6374+01","458","Yoga Mat 4","Premium quality yoga mat with excellent grip.","SKU0458"
True,"14.10","2025-01-01 00:15:32.6374+01","459","Biography 20","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0459"
True,"684.02","2025-01-07 00:15:32.6374+01","460","Tablet 1","High-quality professional-grade smartphone with latest features.","SKU0460"
True,"168.59","2025-11-19 00:15:32.6374+01","461","Shorts B2","Comfortable and stylish trendy jeans with perfect fit.","SKU0461"
True,"60.72","2025-08-09 00:15:32.6374+02","462","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0462"
True,"130.97","2025-12-06 00:15:32.6374+01","463","Water Bottle 4","Durable and reliable insulated water bottle for all your adventures.","SKU0463"
True,"7.22","2025-06-30 00:15:32.6374+02","464","Science Fiction Novel 5","Captivating and well-written mystery thriller that keeps you guessing.","SKU0464"
True,"803.74","2025-10-14 00:15:32.6374+02","465","Laptop 6","High-quality premium smartphone with latest features.","SKU0465"
True,"37.52","2025-04-15 00:15:32.6374+02","466","Hoodie G5","Comfortable and stylish fashionable dress for any occasion.","SKU0466"
True,"307.62","2025-06-23 00:15:32.6374+02","467","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0467"
True,"16.23","2025-04-09 00:15:32.6374+02","468","Basketball 4","High-performance basketball for indoor and outdoor play.","SKU0468"
True,"9.30","2025-09-26 00:15:32.6374+02","469","Fantasy Epic 10","Inspiring and informative mystery thriller that keeps you guessing.","SKU0469"
True,"1393.77","2025-05-01 00:15:32.6374+02","470","Gaming Console 3","High-quality high-performance smartphone with latest features.","SKU0470"
False,"132.08","2025-03-31 00:15:32.6374+02","471","Jacket L2","Comfortable and stylish casual jacket for all seasons.","SKU0471"
True,"100.40","2025-08-05 00:15:32.6374+02","472","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0472"
True,"127.79","2025-08-14 00:15:32.6374+02","473","Running Shoes 4","Premium quality running shoes for maximum comfort.","SKU0473"
True,"44.55","2025-03-16 00:15:32.6374+01","474","Self-Help Guide 15","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0474"
True,"1374.98","2025-01-02 00:15:32.6374+01","475","Smart Watch 4","High-quality professional-grade smartphone with latest features.","SKU0475"
True,"118.86","2025-09-02 00:15:32.6374+02","476","Dress Q3","Comfortable and stylish trendy t-shirt made from premium cotton.","SKU0476"
True,"382.52","2025-11-14 00:15:32.6374+01","477","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0477"
True,"73.03","2025-03-26 00:15:32.6374+01","478","Yoga Mat 4","Durable and reliable yoga mat with excellent grip.","SKU0478"
True,"13.22","2025-08-23 00:15:32.6374+02","479","Business Strategy 20","Captivating and well-written mystery thriller that keeps you guessing.","SKU0479"
True,"1522.09","2025-05-27 00:15:32.6374+02","480","Smartphone 1","High-quality premium smartphone with latest features.","SKU0480"
True,"35.01","2025-12-18 00:15:32.6374+01","481","Jeans B2","Comfortable and stylish fashionable jeans with perfect fit.","SKU0481"
True,"324.39","2025-08-26 00:15:32.6374+02","482","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0482"
True,"103.24","2025-08-25 00:15:32.6374+02","483","Water Bottle 4","High-performance insulated water bottle for all your adventures.","SKU0483"
True,"35.54","2025-09-25 00:15:32.6374+02","484","Mystery Thriller 5","Inspiring and informative mystery thriller that keeps you guessing.","SKU0484"
True,"1898.28","2025-06-02 00:15:32.6374+02","485","Bluetooth Speaker 6","High-quality high-performance smartphone with latest features.","SKU0485"
True,"123.31","2025-05-12 00:15:32.6374+02","486","T-Shirt G7","Comfortable and stylish casual dress for any occasion.","SKU0486"
True,"32.58","2025-11-23 00:15:32.6374+01","487","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0487"
True,"117.26","2025-12-24 00:15:32.6374+01","488","Basketball 4","Premium quality basketball for indoor and outdoor play.","SKU0488"
False,"40.49","2025-01-04 00:15:32.6374+01","489","Cookbook 10","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0489"
False,"1774.65","2025-05-02 00:15:32.6374+02","490","Headphones 11","High-quality professional-grade smartphone with latest features.","SKU0490"
True,"134.55","2025-08-12 00:15:32.6374+02","491","Shorts L4","Comfortable and stylish trendy jacket for all seasons.","SKU0491"
True,"399.63","2025-08-29 00:15:32.6374+02","492","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0492"
True,"281.53","2025-04-15 00:15:32.6374+02","493","Running Shoes 4","Durable and reliable running shoes for maximum comfort.","SKU0493"
True,"47.23","2025-04-01 00:15:32.6374+02","494","Historical Fiction 15","Captivating and well-written mystery thriller that keeps you guessing.","SKU0494"
True,"132.48","2025-09-18 00:15:32.6374+02","495","Fitness Tracker 1","High-quality premium smartphone with latest features.","SKU0495"
True,"48.71","2025-03-29 00:15:32.6374+01","496","Hoodie Q7","Comfortable and stylish fashionable t-shirt made from premium cotton.","SKU0496"
False,"338.43","2025-10-21 00:15:32.6374+02","497","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0497"
True,"168.84","2025-12-23 00:15:32.6374+01","498","Yoga Mat 4","High-performance yoga mat with excellent grip.","SKU0498"
True,"40.15","2025-06-05 00:15:32.6374+02","499","Biography 20","Inspiring and informative mystery thriller that keeps you guessing.","SKU0499"
True,"851.02","2025-04-13 00:15:32.6374+02","500","Tablet 1","High-quality high-performance smartphone with latest features.","SKU0500"
True,"98.86","2025-12-07 00:15:32.6374+01","501","Jacket B2","Comfortable and stylish casual jeans with perfect fit.","SKU0501"
True,"239.60","2025-10-21 00:15:32.6374+02","502","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0502"
True,"200.95","2025-01-27 00:15:32.6374+01","503","Water Bottle 4","Premium quality insulated water bottle for all your adventures.","SKU0503"
True,"17.57","2025-06-09 00:15:32.6374+02","504","Science Fiction Novel 5","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0504"
True,"1002.40","2025-07-03 00:15:32.6374+02","505","Laptop 6","High-quality professional-grade smartphone with latest features.","SKU0505"
True,"160.59","2025-06-22 00:15:32.6374+02","506","Dress G3","Comfortable and stylish trendy dress for any occasion.","SKU0506"
True,"207.82","2025-04-09 00:15:32.6374+02","507","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0507"
True,"215.19","2025-09-07 00:15:32.6374+02","508","Basketball 4","Durable and reliable basketball for indoor and outdoor play.","SKU0508"
True,"47.56","2025-01-06 00:15:32.6374+01","509","Fantasy Epic 10","Captivating and well-written mystery thriller that keeps you guessing.","SKU0509"
True,"1495.14","2025-10-14 00:15:32.6374+02","510","Gaming Console 1","High-quality premium smartphone with latest features.","SKU0510"
True,"165.31","2025-04-30 00:15:32.6374+02","511","Jeans L8","Comfortable and stylish fashionable jacket for all seasons.","SKU0511"
True,"214.09","2025-09-15 00:15:32.6374+02","512","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0512"
True,"211.50","2025-10-31 00:15:32.6374+01","513","Running Shoes 4","High-performance running shoes for maximum comfort.","SKU0513"
True,"32.51","2025-03-16 00:15:32.6374+01","514","Self-Help Guide 15","Inspiring and informative mystery thriller that keeps you guessing.","SKU0514"
True,"1016.84","2025-09-05 00:15:32.6374+02","515","Smart Watch 4","High-quality high-performance smartphone with latest features.","SKU0515"
True,"178.02","2025-05-14 00:15:32.6374+02","516","T-Shirt Q7","Comfortable and stylish casual t-shirt made from premium cotton.","SKU0516"
True,"319.41","2025-10-17 00:15:32.6374+02","517","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0517"
True,"274.11","2025-12-09 00:15:32.6374+01","518","Yoga Mat 4","Premium quality yoga mat with excellent grip.","SKU0518"
True,"20.62","2025-03-28 00:15:32.6374+01","519","Business Strategy 20","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0519"
True,"75.01","2025-11-04 00:15:32.6374+01","520","Smartphone 1","High-quality professional-grade smartphone with latest features.","SKU0520"
True,"45.33","2025-08-24 00:15:32.6374+02","521","Shorts B2","Comfortable and stylish trendy jeans with perfect fit.","SKU0521"
True,"481.24","2025-11-22 00:15:32.6374+01","522","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0522"
False,"91.66","2025-06-02 00:15:32.6374+02","523","Water Bottle 4","Durable and reliable insulated water bottle for all your adventures.","SKU0523"
True,"39.36","2025-01-18 00:15:32.6374+01","524","Mystery Thriller 5","Captivating and well-written mystery thriller that keeps you guessing.","SKU0524"
True,"423.70","2025-10-25 00:15:32.6374+02","525","Bluetooth Speaker 6","High-quality premium smartphone with latest features.","SKU0525"
True,"125.90","2025-09-27 00:15:32.6374+02","526","Hoodie G2","Comfortable and stylish fashionable dress for any occasion.","SKU0526"
True,"494.98","2025-07-31 00:15:32.6374+02","527","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0527"
True,"81.25","2025-10-18 00:15:32.6374+02","528","Basketball 4","High-performance basketball for indoor and outdoor play.","SKU0528"
True,"24.78","2025-04-19 00:15:32.6374+02","529","Cookbook 10","Inspiring and informative mystery thriller that keeps you guessing.","SKU0529"
True,"1675.51","2025-02-01 00:15:32.6374+01","530","Headphones 6","High-quality high-performance smartphone with latest features.","SKU0530"
True,"127.99","2025-05-22 00:15:32.6374+02","531","Jacket L2","Comfortable and stylish casual jacket for all seasons.","SKU0531"
True,"331.95","2025-07-24 00:15:32.6374+02","532","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0532"
True,"147.75","2025-07-18 00:15:32.6374+02","533","Running Shoes 4","Premium quality running shoes for maximum comfort.","SKU0533"
True,"10.73","2025-08-04 00:15:32.6374+02","534","Historical Fiction 15","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0534"
True,"1932.32","2025-09-24 00:15:32.6374+02","535","Fitness Tracker 1","High-quality professional-grade smartphone with latest features.","SKU0535"
True,"45.47","2025-12-19 00:15:32.6374+01","536","Dress Q3","Comfortable and stylish trendy t-shirt made from premium cotton.","SKU0536"
True,"117.33","2025-01-14 00:15:32.6374+01","537","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0537"
True,"171.45","2025-09-11 00:15:32.6374+02","538","Yoga Mat 4","Durable and reliable yoga mat with excellent grip.","SKU0538"
True,"24.64","2025-05-11 00:15:32.6374+02","539","Biography 20","Captivating and well-written mystery thriller that keeps you guessing.","SKU0539"
True,"234.95","2025-09-29 00:15:32.6374+02","540","Tablet 1","High-quality premium smartphone with latest features.","SKU0540"
True,"119.18","2025-06-08 00:15:32.6374+02","541","Jeans B6","Comfortable and stylish fashionable jeans with perfect fit.","SKU0541"
True,"375.96","2025-09-08 00:15:32.6374+02","542","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0542"
True,"174.77","2025-03-24 00:15:32.6374+01","543","Water Bottle 4","High-performance insulated water bottle for all your adventures.","SKU0543"
True,"11.13","2025-03-31 00:15:32.6374+02","544","Science Fiction Novel 5","Inspiring and informative mystery thriller that keeps you guessing.","SKU0544"
True,"676.37","2025-07-14 00:15:32.6374+02","545","Laptop 6","High-quality high-performance smartphone with latest features.","SKU0545"
True,"152.37","2025-07-12 00:15:32.6374+02","546","T-Shirt G7","Comfortable and stylish casual dress for any occasion.","SKU0546"
True,"237.64","2025-12-13 00:15:32.6374+01","547","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0547"
True,"75.60","2025-03-04 00:15:32.6374+01","548","Basketball 4","Premium quality basketball for indoor and outdoor play.","SKU0548"
False,"25.10","2025-09-01 00:15:32.6374+02","549","Fantasy Epic 10","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0549"
True,"1970.44","2025-05-12 00:15:32.6374+02","550","Gaming Console 2","High-quality professional-grade smartphone with latest features.","SKU0550"
True,"191.49","2025-04-25 00:15:32.6374+02","551","Shorts L4","Comfortable and stylish trendy jacket for all seasons.","SKU0551"
False,"260.24","2025-12-24 00:15:32.6374+01","552","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0552"
True,"285.37","2024-12-28 00:15:32.6374+01","553","Running Shoes 4","Durable and reliable running shoes for maximum comfort.","SKU0553"
True,"20.57","2025-03-29 00:15:32.6374+01","554","Self-Help Guide 15","Captivating and well-written mystery thriller that keeps you guessing.","SKU0554"
True,"1506.27","2025-07-26 00:15:32.6374+02","555","Smart Watch 4","High-quality premium smartphone with latest features.","SKU0555"
True,"96.98","2025-10-20 00:15:32.6374+02","556","Hoodie Q4","Comfortable and stylish fashionable t-shirt made from premium cotton.","SKU0556"
True,"214.43","2025-01-04 00:15:32.6374+01","557","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0557"
True,"97.56","2025-06-08 00:15:32.6374+02","558","Yoga Mat 4","High-performance yoga mat with excellent grip.","SKU0558"
True,"29.29","2025-03-30 00:15:32.6374+01","559","Business Strategy 20","Inspiring and informative mystery thriller that keeps you guessing.","SKU0559"
True,"768.22","2025-09-10 00:15:32.6374+02","560","Smartphone 1","High-quality high-performance smartphone with latest features.","SKU0560"
True,"121.69","2025-11-13 00:15:32.6374+01","561","Jacket B2","Comfortable and stylish casual jeans with perfect fit.","SKU0561"
True,"155.68","2025-11-05 00:15:32.6374+01","562","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0562"
True,"220.54","2025-03-02 00:15:32.6374+01","563","Water Bottle 4","Premium quality insulated water bottle for all your adventures.","SKU0563"
True,"7.34","2025-01-18 00:15:32.6374+01","564","Mystery Thriller 5","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0564"
True,"1408.10","2025-05-17 00:15:32.6374+02","565","Bluetooth Speaker 6","High-quality professional-grade smartphone with latest features.","SKU0565"
True,"34.72","2025-09-03 00:15:32.6374+02","566","Dress G3","Comfortable and stylish trendy dress for any occasion.","SKU0566"
True,"478.04","2025-03-16 00:15:32.6374+01","567","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0567"
True,"283.70","2025-09-17 00:15:32.6374+02","568","Basketball 4","Durable and reliable basketball for indoor and outdoor play.","SKU0568"
True,"9.37","2025-02-10 00:15:32.6374+01","569","Cookbook 10","Captivating and well-written mystery thriller that keeps you guessing.","SKU0569"
True,"1007.31","2025-12-07 00:15:32.6374+01","570","Headphones 1","High-quality premium smartphone with latest features.","SKU0570"
True,"157.93","2025-02-24 00:15:32.6374+01","571","Jeans L4","Comfortable and stylish fashionable jacket for all seasons.","SKU0571"
True,"63.98","2025-04-17 00:15:32.6374+02","572","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0572"
True,"57.36","2025-01-25 00:15:32.6374+01","573","Running Shoes 4","High-performance running shoes for maximum comfort.","SKU0573"
True,"14.72","2025-03-25 00:15:32.6374+01","574","Historical Fiction 15","Inspiring and informative mystery thriller that keeps you guessing.","SKU0574"
True,"876.87","2025-03-19 00:15:32.6374+01","575","Fitness Tracker 1","High-quality high-performance smartphone with latest features.","SKU0575"
True,"51.69","2025-12-26 00:15:32.6374+01","576","T-Shirt Q7","Comfortable and stylish casual t-shirt made from premium cotton.","SKU0576"
True,"157.91","2025-08-08 00:15:32.6374+02","577","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0577"
True,"53.92","2025-04-07 00:15:32.6374+02","578","Yoga Mat 4","Premium quality yoga mat with excellent grip.","SKU0578"
True,"22.49","2025-03-06 00:15:32.6374+01","579","Biography 20","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0579"
True,"1382.80","2025-09-23 00:15:32.6374+02","580","Tablet 1","High-quality professional-grade smartphone with latest features.","SKU0580"
True,"80.35","2025-03-16 00:15:32.6374+01","581","Shorts B2","Comfortable and stylish trendy jeans with perfect fit.","SKU0581"
False,"291.25","2025-12-09 00:15:32.6374+01","582","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0582"
True,"184.56","2025-06-14 00:15:32.6374+02","583","Water Bottle 4","Durable and reliable insulated water bottle for all your adventures.","SKU0583"
True,"19.19","2025-03-14 00:15:32.6374+01","584","Science Fiction Novel 5","Captivating and well-written mystery thriller that keeps you guessing.","SKU0584"
True,"639.03","2024-12-28 00:15:32.6374+01","585","Laptop 6","High-quality premium smartphone with latest features.","SKU0585"
True,"135.04","2025-05-24 00:15:32.6374+02","586","Hoodie G6","Comfortable and stylish fashionable dress for any occasion.","SKU0586"
True,"227.38","2025-09-19 00:15:32.6374+02","587","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0587"
True,"23.35","2025-07-29 00:15:32.6374+02","588","Basketball 4","High-performance basketball for indoor and outdoor play.","SKU0588"
True,"39.87","2025-02-24 00:15:32.6374+01","589","Fantasy Epic 10","Inspiring and informative mystery thriller that keeps you guessing.","SKU0589"
True,"770.83","2025-11-03 00:15:32.6374+01","590","Gaming Console 3","High-quality high-performance smartphone with latest features.","SKU0590"
True,"134.59","2024-12-29 00:15:32.6374+01","591","Jacket L2","Comfortable and stylish casual jacket for all seasons.","SKU0591"
True,"293.61","2025-05-11 00:15:32.6374+02","592","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0592"
True,"163.81","2025-10-29 00:15:32.6374+01","593","Running Shoes 4","Premium quality running shoes for maximum comfort.","SKU0593"
True,"35.17","2025-02-28 00:15:32.6374+01","594","Self-Help Guide 15","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0594"
True,"1004.83","2025-02-12 00:15:32.6374+01","595","Smart Watch 4","High-quality professional-grade smartphone with latest features.","SKU0595"
True,"62.13","2025-03-18 00:15:32.6374+01","596","Dress Q3","Comfortable and stylish trendy t-shirt made from premium cotton.","SKU0596"
True,"220.42","2024-12-31 00:15:32.6374+01","597","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0597"
True,"96.46","2025-05-07 00:15:32.6374+02","598","Yoga Mat 4","Durable and reliable yoga mat with excellent grip.","SKU0598"
False,"13.68","2025-10-23 00:15:32.6374+02","599","Business Strategy 20","Captivating and well-written mystery thriller that keeps you guessing.","SKU0599"
True,"821.94","2025-10-22 00:15:32.6374+02","600","Smartphone 1","High-quality premium smartphone with latest features.","SKU0600"
True,"42.97","2025-12-25 00:15:32.6374+01","601","Jeans B2","Comfortable and stylish fashionable jeans with perfect fit.","SKU0601"
True,"334.10","2025-11-12 00:15:32.6374+01","602","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0602"
True,"203.87","2024-12-29 00:15:32.6374+01","603","Water Bottle 4","High-performance insulated water bottle for all your adventures.","SKU0603"
True,"15.24","2025-02-21 00:15:32.6374+01","604","Mystery Thriller 5","Inspiring and informative mystery thriller that keeps you guessing.","SKU0604"
True,"740.46","2025-08-14 00:15:32.6374+02","605","Bluetooth Speaker 6","High-quality high-performance smartphone with latest features.","SKU0605"
True,"18.05","2025-11-21 00:15:32.6374+01","606","T-Shirt G7","Comfortable and stylish casual dress for any occasion.","SKU0606"
True,"193.05","2025-11-30 00:15:32.6374+01","607","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0607"
False,"288.09","2025-02-06 00:15:32.6374+01","608","Basketball 4","Premium quality basketball for indoor and outdoor play.","SKU0608"
False,"32.75","2025-03-12 00:15:32.6374+01","609","Cookbook 10","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0609"
True,"1841.33","2025-05-07 00:15:32.6374+02","610","Headphones 11","High-quality professional-grade smartphone with latest features.","SKU0610"
True,"109.92","2025-09-20 00:15:32.6374+02","611","Shorts L4","Comfortable and stylish trendy jacket for all seasons.","SKU0611"
True,"211.34","2025-12-23 00:15:32.6374+01","612","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0612"
True,"26.38","2025-02-04 00:15:32.6374+01","613","Running Shoes 4","Durable and reliable running shoes for maximum comfort.","SKU0613"
True,"25.10","2025-01-03 00:15:32.6374+01","614","Historical Fiction 15","Captivating and well-written mystery thriller that keeps you guessing.","SKU0614"
True,"1183.48","2025-04-30 00:15:32.6374+02","615","Fitness Tracker 1","High-quality premium smartphone with latest features.","SKU0615"
True,"155.67","2025-06-30 00:15:32.6374+02","616","Hoodie Q1","Comfortable and stylish fashionable t-shirt made from premium cotton.","SKU0616"
True,"332.48","2025-08-17 00:15:32.6374+02","617","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0617"
True,"193.44","2025-02-06 00:15:32.6374+01","618","Yoga Mat 4","High-performance yoga mat with excellent grip.","SKU0618"
True,"12.34","2025-08-03 00:15:32.6374+02","619","Biography 20","Inspiring and informative mystery thriller that keeps you guessing.","SKU0619"
True,"1157.23","2025-11-30 00:15:32.6374+01","620","Tablet 1","High-quality high-performance smartphone with latest features.","SKU0620"
True,"192.17","2025-06-29 00:15:32.6374+02","621","Jacket B2","Comfortable and stylish casual jeans with perfect fit.","SKU0621"
True,"24.01","2025-08-09 00:15:32.6374+02","622","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0622"
True,"190.29","2025-07-18 00:15:32.6374+02","623","Water Bottle 4","Premium quality insulated water bottle for all your adventures.","SKU0623"
True,"42.73","2025-04-09 00:15:32.6374+02","624","Science Fiction Novel 5","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0624"
False,"1246.48","2025-07-30 00:15:32.6374+02","625","Laptop 6","High-quality professional-grade smartphone with latest features.","SKU0625"
True,"135.13","2025-03-17 00:15:32.6374+01","626","Dress G3","Comfortable and stylish trendy dress for any occasion.","SKU0626"
True,"340.91","2025-05-15 00:15:32.6374+02","627","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0627"
True,"81.47","2025-12-18 00:15:32.6374+01","628","Basketball 4","Durable and reliable basketball for indoor and outdoor play.","SKU0628"
True,"11.45","2025-10-31 00:15:32.6374+01","629","Fantasy Epic 10","Captivating and well-written mystery thriller that keeps you guessing.","SKU0629"
True,"1124.58","2025-08-16 00:15:32.6374+02","630","Gaming Console 1","High-quality premium smartphone with latest features.","SKU0630"
True,"142.68","2025-05-31 00:15:32.6374+02","631","Jeans L8","Comfortable and stylish fashionable jacket for all seasons.","SKU0631"
True,"54.36","2025-09-20 00:15:32.6374+02","632","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0632"
True,"109.63","2025-07-26 00:15:32.6374+02","633","Running Shoes 4","High-performance running shoes for maximum comfort.","SKU0633"
True,"16.72","2025-05-31 00:15:32.6374+02","634","Self-Help Guide 15","Inspiring and informative mystery thriller that keeps you guessing.","SKU0634"
True,"546.39","2025-01-06 00:15:32.6374+01","635","Smart Watch 4","High-quality high-performance smartphone with latest features.","SKU0635"
True,"65.52","2025-07-06 00:15:32.6374+02","636","T-Shirt Q7","Comfortable and stylish casual t-shirt made from premium cotton.","SKU0636"
True,"296.26","2025-01-02 00:15:32.6374+01","637","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0637"
True,"29.35","2025-08-21 00:15:32.6374+02","638","Yoga Mat 4","Premium quality yoga mat with excellent grip.","SKU0638"
True,"46.64","2025-06-20 00:15:32.6374+02","639","Business Strategy 20","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0639"
True,"315.06","2025-04-04 00:15:32.6374+02","640","Smartphone 1","High-quality professional-grade smartphone with latest features.","SKU0640"
False,"72.07","2025-03-10 00:15:32.6374+01","641","Shorts B2","Comfortable and stylish trendy jeans with perfect fit.","SKU0641"
True,"143.64","2025-07-27 00:15:32.6374+02","642","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0642"
True,"161.63","2025-05-25 00:15:32.6374+02","643","Water Bottle 4","Durable and reliable insulated water bottle for all your adventures.","SKU0643"
True,"11.31","2025-02-10 00:15:32.6374+01","644","Mystery Thriller 5","Captivating and well-written mystery thriller that keeps you guessing.","SKU0644"
True,"1553.77","2025-12-02 00:15:32.6374+01","645","Bluetooth Speaker 6","High-quality premium smartphone with latest features.","SKU0645"
True,"111.88","2025-05-30 00:15:32.6374+02","646","Hoodie G3","Comfortable and stylish fashionable dress for any occasion.","SKU0646"
True,"287.40","2025-11-09 00:15:32.6374+01","647","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0647"
False,"149.87","2025-06-06 00:15:32.6374+02","648","Basketball 4","High-performance basketball for indoor and outdoor play.","SKU0648"
True,"29.53","2025-08-14 00:15:32.6374+02","649","Cookbook 10","Inspiring and informative mystery thriller that keeps you guessing.","SKU0649"
True,"1887.69","2025-02-01 00:15:32.6374+01","650","Headphones 6","High-quality high-performance smartphone with latest features.","SKU0650"
True,"32.69","2025-11-19 00:15:32.6374+01","651","Jacket L2","Comfortable and stylish casual jacket for all seasons.","SKU0651"
