"active","price","created_at","id","name","description","sku","categories","in_stock"
"True","11.87","2025-05-29 00:15:32.6374+02","394","Self-Help Guide 15","Inspiring and informative mystery thriller that keeps you guessing.","SKU0394","Books;Sports","4"
"True","793.56","2025-12-04 00:15:32.6374+01","395","Smart Watch 4","High-quality high-performance smartphone with latest features.","SKU0395","Electronics","180"
"True","26.21","2025-01-21 00:15:32.6374+01","396","T-Shirt Q7","Comfortable and stylish casual t-shirt made from premium cotton.","SKU0396","Clothing","108"
"True","163.82","2025-04-09 00:15:32.6374+02","397","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0397","Home","33"
"True","154.08","2025-01-16 00:15:32.6374+01","398","Yoga Mat 4","Premium quality yoga mat with excellent grip.","SKU0398","Sports","438"
"True","38.65","2025-05-04 00:15:32.6374+02","399","Business Strategy 20","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0399","Books","60"
"True","938.04","2025-03-16 00:15:32.6374+01","400","Smartphone 1","High-quality professional-grade smartphone with latest features.","SKU0400","Electronics","9"
"True","151.72","2025-03-03 00:15:32.6374+01","401","Shorts B2","Comfortable and stylish trendy jeans with perfect fit.","SKU0401","Clothing","314"
"True","379.46","2025-09-30 00:15:32.6374+02","402","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0402","Home","48"
"True","76.52","2025-03-01 00:15:32.6374+01","403","Water Bottle 4","Durable and reliable insulated water bottle for all your adventures.","SKU0403","Home","45"
"True","13.87","2025-09-30 00:15:32.6374+02","404","Mystery Thriller 5","Captivating and well-written mystery thriller that keeps you guessing.","SKU0404","Books","16"
"True","1596.56","2025-09-28 00:15:32.6374+02","405","Bluetooth Speaker 6","High-quality premium smartphone with latest features.","SKU0405","Electronics","14"
"True","192.03","2025-01-19 00:15:32.6374+01","406","Hoodie G1","Comfortable and stylish fashionable dress for any occasion.","SKU0406","Clothing","30"
"True","216.17","2025-09-15 00:15:32.6374+02","407","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0407","Home","41"
"True","189.35","2025-08-17 00:15:32.6374+02","408","Basketball 4","High-performance basketball for indoor and outdoor play.","SKU0408","Sports","5"
"True","25.79","2025-12-22 00:15:32.6374+01","409","Cookbook 10","Inspiring and informative mystery thriller that keeps you guessing.","SKU0409","Books;Sports","37"
"True","1182.77","2025-04-11 00:15:32.6374+02","410","Headphones 6","High-quality high-performance smartphone with latest features.","SKU0410","Electronics","50"
"True","67.33","2025-03-03 00:15:32.6374+01","411","Jacket L2","Comfortable and stylish casual jacket for all seasons.","SKU0411","Clothing","32"
"True","334.24","2025-10-30 00:15:32.6374+01","412","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0412","Home","35"
"True","187.80","2025-12-21 00:15:32.6374+01","413","Running Shoes 4","Premium quality running shoes for maximum comfort.","SKU0413","Clothing;Sports","18"
"True","31.89","2025-04-29 00:15:32.6374+02","414","Historical Fiction 15","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0414","Books","35"
"True","1973.29","2025-01-22 00:15:32.6374+01","415","Fitness Tracker 1","High-quality professional-grade smartphone with latest features.","SKU0415","Electronics;Sports","27"
"True","140.27","2025-05-18 00:15:32.6374+02","416","Dress Q3","Comfortable and stylish trendy t-shirt made from premium cotton.","SKU0416","Clothing","15"
"True","137.79","2025-04-19 00:15:32.6374+02","417","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0417","Home","69"
"True","116.14","2025-11-28 00:15:32.6374+01","418","Yoga Mat 4","Durable and reliable yoga mat with excellent grip.","SKU0418","Sports","40"
"True","26.59","2025-10-12 00:15:32.6374+02","419","Biography 20","Captivating and well-written mystery thriller that keeps you guessing.","SKU0419","Books","139"
"True","469.88","2025-05-09 00:15:32.6374+02","420","Tablet 1","High-quality premium smartphone with latest features.","SKU0420","Electronics","31"
"True","188.83","2025-08-17 00:15:32.6374+02","421","Jeans B6","Comfortable and stylish fashionable jeans with perfect fit.","SKU0421","Clothing","7"
"True","481.93","2025-05-01 00:15:32.6374+02","422","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0422","Home","47"
"False","277.23","2025-01-23 00:15:32.6374+01","423","Water Bottle 4","High-performance insulated water bottle for all your adventures.","SKU0423","Home","29"
"True","35.68","2025-03-19 00:15:32.6374+01","424","Science Fiction Novel 5","Inspiring and informative mystery thriller that keeps you guessing.","SKU0424","Books;Sports","32"
"True","246.75","2024-12-31 00:15:32.6374+01","425","Laptop 6","High-quality high-performance smartphone with latest features.","SKU0425","Electronics","4"
"True","66.66","2025-03-19 00:15:32.6374+01","426","T-Shirt G7","Comfortable and stylish casual dress for any occasion.","SKU0426","Clothing","139"
"True","21.72","2025-07-13 00:15:32.6374+02","427","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0427","Home","2"
"True","33.72","2025-11-27 00:15:32.6374+01","428","Basketball 4","Premium quality basketball for indoor and outdoor play.","SKU0428","Sports","291"
"True","39.86","2025-09-07 00:15:32.6374+02","429","Fantasy Epic 10","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0429","Books","86"
"True","1618.32","2025-06-09 00:15:32.6374+02","430","Gaming Console 2","High-quality professional-grade smartphone with latest features.","SKU0430","Electronics","41"
"True","175.24","2025-11-25 00:15:32.6374+01","431","Shorts L4","Comfortable and stylish trendy jacket for all seasons.","SKU0431","Clothing","7"
"True","86.21","2025-12-07 00:15:32.6374+01","432","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0432","Home","469"
"True","217.68","2025-10-28 00:15:32.6374+01","433","Running Shoes 4","Durable and reliable running shoes for maximum comfort.","SKU0433","Clothing;Sports","122"
"True","28.48","2025-06-13 00:15:32.6374+02","434","Self-Help Guide 15","Captivating and well-written mystery thriller that keeps you guessing.","SKU0434","Books","393"
"True","415.49","2025-09-26 00:15:32.6374+02","435","Smart Watch 4","High-quality premium smartphone with latest features.","SKU0435","Electronics","135"
"True","139.44","2025-12-05 00:15:32.6374+01","436","Hoodie Q3","Comfortable and stylish fashionable t-shirt made from premium cotton.","SKU0436","Clothing","38"
"True","434.84","2025-11-07 00:15:32.6374+01","437","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0437","Home","53"
"True","49.22","2025-11-24 00:15:32.6374+01","438","Yoga Mat 4","High-performance yoga mat with excellent grip.","SKU0438","Sports","9"
"True","27.17","2025-12-21 00:15:32.6374+01","439","Business Strategy 20","Inspiring and informative mystery thriller that keeps you guessing.","SKU0439","Books;Sports","11"
"False","850.32","2025-05-09 00:15:32.6374+02","440","Smartphone 1","High-quality high-performance smartphone with latest features.","SKU0440","Electronics","187"
"True","67.73","2025-11-18 00:15:32.6374+01","441","Jacket B2","Comfortable and stylish casual jeans with perfect fit.","SKU0441","Clothing","153"
"True","318.19","2025-02-11 00:15:32.6374+01","442","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0442","Home","44"
"True","185.98","2025-02-03 00:15:32.6374+01","443","Water Bottle 4","Premium quality insulated water bottle for all your adventures.","SKU0443","Home","12"
"True","24.22","2025-08-05 00:15:32.6374+02","444","Mystery Thriller 5","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0444","Books","38"
"True","1607.92","2025-05-22 00:15:32.6374+02","445","Bluetooth Speaker 6","High-quality professional-grade smartphone with latest features.","SKU0445","Electronics","16"
"False","145.98","2025-09-29 00:15:32.6374+02","446","Dress G3","Comfortable and stylish trendy dress for any occasion.","SKU0446","Clothing","6"
"True","428.16","2025-05-23 00:15:32.6374+02","447","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0447","Home","43"
"True","130.63","2025-11-19 00:15:32.6374+01","448","Basketball 4","Durable and reliable basketball for indoor and outdoor play.","SKU0448","Sports","10"
"True","28.22","2025-10-09 00:15:32.6374+02","449","Cookbook 10","Captivating and well-written mystery thriller that keeps you guessing.","SKU0449","Books","140"
"True","1049.20","2025-06-16 00:15:32.6374+02","450","Headphones 1","High-quality premium smartphone with latest features.","SKU0450","Electronics","34"
"True","56.49","2025-09-27 00:15:32.6374+02","451","Jeans L4","Comfortable and stylish fashionable jacket for all seasons.","SKU0451","Clothing","466"
"True","188.51","2025-07-23 00:15:32.6374+02","452","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0452","Home","61"
"True","293.83","2025-07-18 00:15:32.6374+02","453","Running Shoes 4","High-performance running shoes for maximum comfort.","SKU0453","Clothing;Sports","43"
"True","48.21","2025-02-13 00:15:32.6374+01","454","Historical Fiction 15","Inspiring and informative mystery thriller that keeps you guessing.","SKU0454","Books;Sports","24"
"True","1313.27","2025-02-23 00:15:32.6374+01","455","Fitness Tracker 1","High-quality high-performance smartphone with latest features.","SKU0455","Electronics;Sports","45"
"True","94.49","2025-09-25 00:15:32.6374+02","456","T-Shirt Q7","Comfortable and stylish casual t-shirt made from premium cotton.","SKU0456","Clothing","41"
"True","172.04","2025-02-18 00:15:32.6374+01","457","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0457","Home","3"
"True","264.82","2025-03-19 00:15:32.6374+01","458","Yoga Mat 4","Premium quality yoga mat with excellent grip.","SKU0458","Sports","46"
"True","14.10","2025-01-01 00:15:32.6374+01","459","Biography 20","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0459","Books","37"
"True","684.02","2025-01-07 00:15:32.6374+01","460","Tablet 1","High-quality professional-grade smartphone with latest features.","SKU0460","Electronics","16"
"True","168.59","2025-11-19 00:15:32.6374+01","461","Shorts B2","Comfortable and stylish trendy jeans with perfect fit.","SKU0461","Clothing","24"
"True","60.72","2025-08-09 00:15:32.6374+02","462","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0462","Home","132"
"True","130.97","2025-12-06 00:15:32.6374+01","463","Water Bottle 4","Durable and reliable insulated water bottle for all your adventures.","SKU0463","Home","19"
"True","7.22","2025-06-30 00:15:32.6374+02","464","Science Fiction Novel 5","Captivating and well-written mystery thriller that keeps you guessing.","SKU0464","Books","20"
"True","803.74","2025-10-14 00:15:32.6374+02","465","Laptop 6","High-quality premium smartphone with latest features.","SKU0465","Electronics","33"
"True","37.52","2025-04-15 00:15:32.6374+02","466","Hoodie G5","Comfortable and stylish fashionable dress for any occasion.","SKU0466","Clothing","3"
"True","307.62","2025-06-23 00:15:32.6374+02","467","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0467","Home","25"
"True","16.23","2025-04-09 00:15:32.6374+02","468","Basketball 4","High-performance basketball for indoor and outdoor play.","SKU0468","Sports","132"
"True","9.30","2025-09-26 00:15:32.6374+02","469","Fantasy Epic 10","Inspiring and informative mystery thriller that keeps you guessing.","SKU0469","Books;Sports","230"
"True","1393.77","2025-05-01 00:15:32.6374+02","470","Gaming Console 3","High-quality high-performance smartphone with latest features.","SKU0470","Electronics","169"
"False","132.08","2025-03-31 00:15:32.6374+02","471","Jacket L2","Comfortable and stylish casual jacket for all seasons.","SKU0471","Clothing","436"
"True","100.40","2025-08-05 00:15:32.6374+02","472","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0472","Home","3"
"True","127.79","2025-08-14 00:15:32.6374+02","473","Running Shoes 4","Premium quality running shoes for maximum comfort.","SKU0473","Clothing;Sports","28"
"True","44.55","2025-03-16 00:15:32.6374+01","474","Self-Help Guide 15","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0474","Books","394"
"True","1374.98","2025-01-02 00:15:32.6374+01","475","Smart Watch 4","High-quality professional-grade smartphone with latest features.","SKU0475","Electronics","119"
"True","118.86","2025-09-02 00:15:32.6374+02","476","Dress Q3","Comfortable and stylish trendy t-shirt made from premium cotton.","SKU0476","Clothing","166"
"True","382.52","2025-11-14 00:15:32.6374+01","477","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0477","Home","16"
"True","73.03","2025-03-26 00:15:32.6374+01","478","Yoga Mat 4","Durable and reliable yoga mat with excellent grip.","SKU0478","Sports","94"
"True","13.22","2025-08-23 00:15:32.6374+02","479","Business Strategy 20","Captivating and well-written mystery thriller that keeps you guessing.","SKU0479","Books","47"
"True","1522.09","2025-05-27 00:15:32.6374+02","480","Smartphone 1","High-quality premium smartphone with latest features.","SKU0480","Electronics","9"
"True","35.01","2025-12-18 00:15:32.6374+01","481","Jeans B2","Comfortable and stylish fashionable jeans with perfect fit.","SKU0481","Clothing","381"
"True","324.39","2025-08-26 00:15:32.6374+02","482","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0482","Home","140"
"True","103.24","2025-08-25 00:15:32.6374+02","483","Water Bottle 4","High-performance insulated water bottle for all your adventures.","SKU0483","Home","31"
"True","35.54","2025-09-25 00:15:32.6374+02","484","Mystery Thriller 5","Inspiring and informative mystery thriller that keeps you guessing.","SKU0484","Books;Sports","31"
"True","1898.28","2025-06-02 00:15:32.6374+02","485","Bluetooth Speaker 6","High-quality high-performance smartphone with latest features.","SKU0485","Electronics","18"
"True","123.31","2025-05-12 00:15:32.6374+02","486","T-Shirt G7","Comfortable and stylish casual dress for any occasion.","SKU0486","Clothing","9"
"True","32.58","2025-11-23 00:15:32.6374+01","487","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0487","Home","162"
"True","117.26","2025-12-24 00:15:32.6374+01","488","Basketball 4","Premium quality basketball for indoor and outdoor play.","SKU0488","Sports","20"
"False","40.49","2025-01-04 00:15:32.6374+01","489","Cookbook 10","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0489","Books","34"
"False","1774.65","2025-05-02 00:15:32.6374+02","490","Headphones 11","High-quality professional-grade smartphone with latest features.","SKU0490","Electronics","107"
"True","134.55","2025-08-12 00:15:32.6374+02","491","Shorts L4","Comfortable and stylish trendy jacket for all seasons.","SKU0491","Clothing","303"
"True","399.63","2025-08-29 00:15:32.6374+02","492","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0492","Home","32"
"True","281.53","2025-04-15 00:15:32.6374+02","493","Running Shoes 4","Durable and reliable running shoes for maximum comfort.","SKU0493","Clothing;Sports","7"
"True","47.23","2025-04-01 00:15:32.6374+02","494","Historical Fiction 15","Captivating and well-written mystery thriller that keeps you guessing.","SKU0494","Books","44"
"True","132.48","2025-09-18 00:15:32.6374+02","495","Fitness Tracker 1","High-quality premium smartphone with latest features.","SKU0495","Electronics;Sports","11"
"True","48.71","2025-03-29 00:15:32.6374+01","496","Hoodie Q7","Comfortable and stylish fashionable t-shirt made from premium cotton.","SKU0496","Clothing","31"
"False","338.43","2025-10-21 00:15:32.6374+02","497","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0497","Home","145"
"True","168.84","2025-12-23 00:15:32.6374+01","498","Yoga Mat 4","High-performance yoga mat with excellent grip.","SKU0498","Sports","35"
"True","40.15","2025-06-05 00:15:32.6374+02","499","Biography 20","Inspiring and informative mystery thriller that keeps you guessing.","SKU0499","Books;Sports","54"
"True","851.02","2025-04-13 00:15:32.6374+02","500","Tablet 1","High-quality high-performance smartphone with latest features.","SKU0500","Electronics","8"
"True","98.86","2025-12-07 00:15:32.6374+01","501","Jacket B2","Comfortable and stylish casual jeans with perfect fit.","SKU0501","Clothing","40"
"True","239.60","2025-10-21 00:15:32.6374+02","502","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0502","Home","26"
"True","200.95","2025-01-27 00:15:32.6374+01","503","Water Bottle 4","Premium quality insulated water bottle for all your adventures.","SKU0503","Home","36"
"True","17.57","2025-06-09 00:15:32.6374+02","504","Science Fiction Novel 5","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0504","Books","50"
"True","1002.40","2025-07-03 00:15:32.6374+02","505","Laptop 6","High-quality professional-grade smartphone with latest features.","SKU0505","Electronics","40"
"True","160.59","2025-06-22 00:15:32.6374+02","506","Dress G3","Comfortable and stylish trendy dress for any occasion.","SKU0506","Clothing","17"
"True","207.82","2025-04-09 00:15:32.6374+02","507","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0507","Home","24"
"True","215.19","2025-09-07 00:15:32.6374+02","508","Basketball 4","Durable and reliable basketball for indoor and outdoor play.","SKU0508","Sports","477"
"True","47.56","2025-01-06 00:15:32.6374+01","509","Fantasy Epic 10","Captivating and well-written mystery thriller that keeps you guessing.","SKU0509","Books","9"
"True","1495.14","2025-10-14 00:15:32.6374+02","510","Gaming Console 1","High-quality premium smartphone with latest features.","SKU0510","Electronics","14"
"True","165.31","2025-04-30 00:15:32.6374+02","511","Jeans L8","Comfortable and stylish fashionable jacket for all seasons.","SKU0511","Clothing","3"
"True","214.09","2025-09-15 00:15:32.6374+02","512","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0512","Home","46"
"True","211.50","2025-10-31 00:15:32.6374+01","513","Running Shoes 4","High-performance running shoes for maximum comfort.","SKU0513","Clothing;Sports","12"
"True","32.51","2025-03-16 00:15:32.6374+01","514","Self-Help Guide 15","Inspiring and informative mystery thriller that keeps you guessing.","SKU0514","Books;Sports","12"
"True","1016.84","2025-09-05 00:15:32.6374+02","515","Smart Watch 4","High-quality high-performance smartphone with latest features.","SKU0515","Electronics","8"
"True","178.02","2025-05-14 00:15:32.6374+02","516","T-Shirt Q7","Comfortable and stylish casual t-shirt made from premium cotton.","SKU0516","Clothing","17"
"True","319.41","2025-10-17 00:15:32.6374+02","517","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0517","Home","0"
"True","274.11","2025-12-09 00:15:32.6374+01","518","Yoga Mat 4","Premium quality yoga mat with excellent grip.","SKU0518","Sports","41"
"True","20.62","2025-03-28 00:15:32.6374+01","519","Business Strategy 20","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0519","Books","19"
"True","75.01","2025-11-04 00:15:32.6374+01","520","Smartphone 1","High-quality professional-grade smartphone with latest features.","SKU0520","Electronics","16"
"True","45.33","2025-08-24 00:15:32.6374+02","521","Shorts B2","Comfortable and stylish trendy jeans with perfect fit.","SKU0521","Clothing","19"
"True","481.24","2025-11-22 00:15:32.6374+01","522","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0522","Home","17"
"False","91.66","2025-06-02 00:15:32.6374+02","523","Water Bottle 4","Durable and reliable insulated water bottle for all your adventures.","SKU0523","Home","34"
"True","39.36","2025-01-18 00:15:32.6374+01","524","Mystery Thriller 5","Captivating and well-written mystery thriller that keeps you guessing.","SKU0524","Books","78"
"True","423.70","2025-10-25 00:15:32.6374+02","525","Bluetooth Speaker 6","High-quality premium smartphone with latest features.","SKU0525","Electronics","180"
"True","125.90","2025-09-27 00:15:32.6374+02","526","Hoodie G2","Comfortable and stylish fashionable dress for any occasion.","SKU0526","Clothing","20"
"True","494.98","2025-07-31 00:15:32.6374+02","527","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0527","Home","37"
"True","81.25","2025-10-18 00:15:32.6374+02","528","Basketball 4","High-performance basketball for indoor and outdoor play.","SKU0528","Sports","37"
"True","24.78","2025-04-19 00:15:32.6374+02","529","Cookbook 10","Inspiring and informative mystery thriller that keeps you guessing.","SKU0529","Books;Sports","47"
"True","1675.51","2025-02-01 00:15:32.6374+01","530","Headphones 6","High-quality high-performance smartphone with latest features.","SKU0530","Electronics","43"
"True","127.99","2025-05-22 00:15:32.6374+02","531","Jacket L2","Comfortable and stylish casual jacket for all seasons.","SKU0531","Clothing","125"
"True","331.95","2025-07-24 00:15:32.6374+02","532","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0532","Home","38"
"True","147.75","2025-07-18 00:15:32.6374+02","533","Running Shoes 4","Premium quality running shoes for maximum comfort.","SKU0533","Clothing;Sports","48"
"True","10.73","2025-08-04 00:15:32.6374+02","534","Historical Fiction 15","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0534","Books","31"
"True","1932.32","2025-09-24 00:15:32.6374+02","535","Fitness Tracker 1","High-quality professional-grade smartphone with latest features.","SKU0535","Electronics;Sports","153"
"True","45.47","2025-12-19 00:15:32.6374+01","536","Dress Q3","Comfortable and stylish trendy t-shirt made from premium cotton.","SKU0536","Clothing","22"
"True","117.33","2025-01-14 00:15:32.6374+01","537","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0537","Home","139"
"True","171.45","2025-09-11 00:15:32.6374+02","538","Yoga Mat 4","Durable and reliable yoga mat with excellent grip.","SKU0538","Sports","49"
"True","24.64","2025-05-11 00:15:32.6374+02","539","Biography 20","Captivating and well-written mystery thriller that keeps you guessing.","SKU0539","Books","182"
"True","234.95","2025-09-29 00:15:32.6374+02","540","Tablet 1","High-quality premium smartphone with latest features.","SKU0540","Electronics","92"
"True","119.18","2025-06-08 00:15:32.6374+02","541","Jeans B6","Comfortable and stylish fashionable jeans with perfect fit.","SKU0541","Clothing","21"
"True","375.96","2025-09-08 00:15:32.6374+02","542","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0542","Home","184"
"True","174.77","2025-03-24 00:15:32.6374+01","543","Water Bottle 4","High-performance insulated water bottle for all your adventures.","SKU0543","Home","362"
"True","11.13","2025-03-31 00:15:32.6374+02","544","Science Fiction Novel 5","Inspiring and informative mystery thriller that keeps you guessing.","SKU0544","Books;Sports","26"
"True","676.37","2025-07-14 00:15:32.6374+02","545","Laptop 6","High-quality high-performance smartphone with latest features.","SKU0545","Electronics","439"
"True","152.37","2025-07-12 00:15:32.6374+02","546","T-Shirt G7","Comfortable and stylish casual dress for any occasion.","SKU0546","Clothing","120"
"True","237.64","2025-12-13 00:15:32.6374+01","547","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0547","Home","91"
"True","75.60","2025-03-04 00:15:32.6374+01","548","Basketball 4","Premium quality basketball for indoor and outdoor play.","SKU0548","Sports","144"
"False","25.10","2025-09-01 00:15:32.6374+02","549","Fantasy Epic 10","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0549","Books","74"
"True","1970.44","2025-05-12 00:15:32.6374+02","550","Gaming Console 2","High-quality professional-grade smartphone with latest features.","SKU0550","Electronics","14"
"True","191.49","2025-04-25 00:15:32.6374+02","551","Shorts L4","Comfortable and stylish trendy jacket for all seasons.","SKU0551","Clothing","43"
"False","260.24","2025-12-24 00:15:32.6374+01","552","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0552","Home","10"
"True","285.37","2024-12-28 00:15:32.6374+01","553","Running Shoes 4","Durable and reliable running shoes for maximum comfort.","SKU0553","Clothing;Sports","22"
"True","20.57","2025-03-29 00:15:32.6374+01","554","Self-Help Guide 15","Captivating and well-written mystery thriller that keeps you guessing.","SKU0554","Books","28"
"True","1506.27","2025-07-26 00:15:32.6374+02","555","Smart Watch 4","High-quality premium smartphone with latest features.","SKU0555","Electronics","30"
"True","96.98","2025-10-20 00:15:32.6374+02","556","Hoodie Q4","Comfortable and stylish fashionable t-shirt made from premium cotton.","SKU0556","Clothing","14"
"True","214.43","2025-01-04 00:15:32.6374+01","557","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0557","Home","89"
"True","97.56","2025-06-08 00:15:32.6374+02","558","Yoga Mat 4","High-performance yoga mat with excellent grip.","SKU0558","Sports","0"
"True","29.29","2025-03-30 00:15:32.6374+01","559","Business Strategy 20","Inspiring and informative mystery thriller that keeps you guessing.","SKU0559","Books;Sports","18"
"True","768.22","2025-09-10 00:15:32.6374+02","560","Smartphone 1","High-quality high-performance smartphone with latest features.","SKU0560","Electronics","20"
"True","121.69","2025-11-13 00:15:32.6374+01","561","Jacket B2","Comfortable and stylish casual jeans with perfect fit.","SKU0561","Clothing","23"
"True","155.68","2025-11-05 00:15:32.6374+01","562","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0562","Home","54"
"True","220.54","2025-03-02 00:15:32.6374+01","563","Water Bottle 4","Premium quality insulated water bottle for all your adventures.","SKU0563","Home","317"
"True","7.34","2025-01-18 00:15:32.6374+01","564","Mystery Thriller 5","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0564","Books","6"
"True","1408.10","2025-05-17 00:15:32.6374+02","565","Bluetooth Speaker 6","High-quality professional-grade smartphone with latest features.","SKU0565","Electronics","150"
"True","34.72","2025-09-03 00:15:32.6374+02","566","Dress G3","Comfortable and stylish trendy dress for any occasion.","SKU0566","Clothing","144"
"True","478.04","2025-03-16 00:15:32.6374+01","567","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0567","Home","12"
"True","283.70","2025-09-17 00:15:32.6374+02","568","Basketball 4","Durable and reliable basketball for indoor and outdoor play.","SKU0568","Sports","25"
"True","9.37","2025-02-10 00:15:32.6374+01","569","Cookbook 10","Captivating and well-written mystery thriller that keeps you guessing.","SKU0569","Books","14"
"True","1007.31","2025-12-07 00:15:32.6374+01","570","Headphones 1","High-quality premium smartphone with latest features.","SKU0570","Electronics","102"
"True","157.93","2025-02-24 00:15:32.6374+01","571","Jeans L4","Comfortable and stylish fashionable jacket for all seasons.","SKU0571","Clothing","32"
"True","63.98","2025-04-17 00:15:32.6374+02","572","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0572","Home","368"
"True","57.36","2025-01-25 00:15:32.6374+01","573","Running Shoes 4","High-performance running shoes for maximum comfort.","SKU0573","Clothing;Sports","165"
"True","14.72","2025-03-25 00:15:32.6374+01","574","Historical Fiction 15","Inspiring and informative mystery thriller that keeps you guessing.","SKU0574","Books;Sports","111"
"True","876.87","2025-03-19 00:15:32.6374+01","575","Fitness Tracker 1","High-quality high-performance smartphone with latest features.","SKU0575","Electronics;Sports","106"
"True","51.69","2025-12-26 00:15:32.6374+01","576","T-Shirt Q7","Comfortable and stylish casual t-shirt made from premium cotton.","SKU0576","Clothing","437"
"True","157.91","2025-08-08 00:15:32.6374+02","577","Lamp 3","Modern and functional lamp that creates a cozy atmosphere.","SKU0577","Home","269"
"True","53.92","2025-04-07 00:15:32.6374+02","578","Yoga Mat 4","Premium quality yoga mat with excellent grip.","SKU0578","Sports","115"
"True","22.49","2025-03-06 00:15:32.6374+01","579","Biography 20","Engaging and thought-provoking mystery thriller that keeps you guessing.","SKU0579","Books","42"
"True","1382.80","2025-09-23 00:15:32.6374+02","580","Tablet 1","High-quality professional-grade smartphone with latest features.","SKU0580","Electronics","22"
"True","80.35","2025-03-16 00:15:32.6374+01","581","Shorts B2","Comfortable and stylish trendy jeans with perfect fit.","SKU0581","Clothing","41"
"False","291.25","2025-12-09 00:15:32.6374+01","582","Lamp 3","Elegant and durable lamp that creates a cozy atmosphere.","SKU0582","Home","22"
"True","184.56","2025-06-14 00:15:32.6374+02","583","Water Bottle 4","Durable and reliable insulated water bottle for all your adventures.","SKU0583","Home","0"
"True","19.19","2025-03-14 00:15:32.6374+01","584","Science Fiction Novel 5","Captivating and well-written mystery thriller that keeps you guessing.","SKU0584","Books","91"
"True","639.03","2024-12-28 00:15:32.6374+01","585","Laptop 6","High-quality premium smartphone with latest features.","SKU0585","Electronics","14"
"True","135.04","2025-05-24 00:15:32.6374+02","586","Hoodie G6","Comfortable and stylish fashionable dress for any occasion.","SKU0586","Clothing","199"
"True","227.38","2025-09-19 00:15:32.6374+02","587","Lamp 3","Stylish and practical lamp that creates a cozy atmosphere.","SKU0587","Home","198"
"True","23.35","2025-07-29 00:15:32.6374+02","588","Basketball 4","High-performance basketball for indoor and outdoor play.","SKU0588","Sports","36"
"True","39.87","2025-02-24 00:15:32.6374+01","589","Fantasy Epic 10","Inspiring and informative mystery thriller that keeps you guessing.","SKU0589","Books;Sports","5"
"True","770.83","2025-11-03 00:15:32.6374+01","590","Gaming Console 3","High-quality high-performance smartphone with latest features.","SKU0590","Electronics","53"
